year	box office rank (excl. animation/doc)	box office rank (orig.)	title	ID	imdb	in collection?	frames	fps	Runtime (mins)	UPC	black	east_asian	hispanic_latino	south_asian	white	men	women	entropy	lead black	lead east_asian	lead hispanic_latino	lead south_asian	lead white	lead men	lead women	non-lead black	non-lead east_asian	non-lead hispanic_latino	non-lead south_asian	non-lead white	non-lead men	non-lead women	boxofficemojo	gross	theaters	total gross	release date	distributor	genres	director name	director IMDB id	director gender	awards (N/A)
1986	44	48	House	house_tt0091223	tt0091223	Y	132888	23.97602407	92.38	014381730920	0.01964871576	0	0	0	0.9803512842	0.9346841294	0.06531587057	0.161	0	0	0	0	1	1	0	0.0774064553	0	0	0	0.9225935447	0.8214029914	0.1785970086	/release/rl1767409153/?ref_=bo_yld_table_48	$19,444,631	1,440	$19,444,631	Feb 28	New World Pictures	Comedy,Horror,Fantasy	Steve Miner	nm0591171	male	
1986	45	49	Flight of the Navigator	flight.of.the.n_tt0091059	tt0091059	Y	128847	23.97602404	89.57	786936233612	0	0	0.07283968577	0	0.9354815246	0.8688916715	0.1311083285	0	0	0	0.1	0	0.9	1	0	0	0	0.03835118873	0	0.9805363957	0.7049707391	0.2950292609	/release/rl844269057/?ref_=bo_yld_table_49	$18,564,613	1,024	$18,564,613	Jul 30	Walt Disney Studios Motion Pictures	Family,Comedy,Adventure	Randal Kleiser	nm0459170	male	
1986	46	50	White Nights	white.nights_tt0090319	tt0090319	Y	245639	29.97002997	136.60	043396159037	0.2713769201	0	0.04059998141	0.03015299113	0.6872772538	0.7949367853	0.2050632147	0.568	0.4556351464	0	0.04937387262	0.05062612738	0.4937387262	1	0	0	0	0.02767772754	0	0.9723222725	0.5118634329	0.4881365671	/release/rl276530689/?ref_=bo_yld_table_50	$18,559,256	1,064	$42,160,849	November 22	Columbia Pictures	Music,Drama	Taylor Hackford	nm0000431	male	
1986	47	51	Jo Jo Dancer, Your Life Is Calling	jo.jo.dancer.yo_tt0091295	tt0091295	Y	174929	29.97002997	97.28	043396066731	0.8231015703	0	0.0179155547	0	0.17172078	0.7346746693	0.2653253307	0.37	1	0	0	0	0	1	0	0.5386166267	0	0.04672703469	0	0.4478791185	0.4311062125	0.5688937875	/release/rl1499301377/?ref_=bo_yld_table_51	$18,034,150	1,203	$18,034,150	May 2	Columbia Pictures	Comedy,Drama,Biography	Richard Pryor	nm0001640	male	
1986	48	52	The Delta Force	delta.force_tt0090927	tt0090927	Y	185559	23.97602402	128.99	883904264484	0.07890369433	0	0.1429144677	0	0.8446100667	0.78849664	0.21150336	0.306	0	0	0	0	1	1	0	0.100139773	0	0.1813783559	0	0.8027885414	0.7484546118	0.2515453882	/release/rl625968641/?ref_=bo_yld_table_52	$17,768,900	1,720	$17,768,900	Feb 14	Cannon Film Distributors	Adventure,Drama,Action	Menahem Golan	nm0324875	male	
1986	49	54	Howard the Duck	howard.the.duck_tt0091225	tt0091225	Y	158990	23.97602404	110.52	025195052306	0.01829494799	0	0.01451523031	0.003654346211	0.9671898217	0.5180569978	0.4819430022	0	0	0	0	0	1	0	1	0.03420930771	0	0.02714169947	0.006833178977	0.9386489928	0.9144602851	0.08553971487	/release/rl1196983809/?ref_=bo_yld_table_54	$16,295,774	1,563	$16,295,774	Aug 1	Universal Pictures	Comedy,Adventure,Action	Willard Huyck	nm0404754	male	
1987	0	1	Beverly Hills Cop II	beverly_hills_cop_2	tt0092644	Y	148158	23.97602404	102.99	097360186048	0.3848888618	0.0003828143394	0.0171917647	0.0002528841878	0.603745302	0.9345911746	0.06540882541	0.541	1	0	0	0	0	1	0	0.03039037801	0.0006034364261	0.02709965636	0.0003986254296	0.9516934708	0.9009470998	0.09905290019	/release/rl3712255489/?ref_=bo_yld_table_1	$153,665,036	2,326	$153,665,036	May 20	Paramount Pictures	Comedy,Crime,Action	Tony Scott	nm0001716	male	
1987	1	2	Platoon	platoon	tt0091763	Y	172073	23.97602404	119.61	027616851567	0.172796686	0.01422671062	0.05169193436	0.02203497849	0.7966651551	1	0	0.299	0	0	0	0	1	1	0	0.2339073595	0.0192580795	0.06997312363	0.02982779216	0.7247544628	1	0	/release/rl3446179329/?ref_=bo_yld_table_2	$136,772,865	1,564	$138,530,565	Dec 19	Orion Pictures	War,Drama	Oliver Stone	nm0000231	male	
1987	2	3	Fatal Attraction	fatal_attraction	tt0093010	Y	171793	23.97602404	119.42	032429273536	0	0.0007322325915	0.003239052405	0.01529456808	0.9795558746	0.5755216701	0.4244783299	0.004	0	0	0	0	1	1	0	0	0.001576084717	0.006971857102	0.03292059829	0.9559953026	0.1274532005	0.8725467995	/release/rl794002945/?ref_=bo_yld_table_3	$125,944,573	1,401	$156,645,693	Sep 18	Paramount Pictures	Drama,Thriller	Adrian Lyne	nm0001490	male	
1987	3	4	The Untouchables	untouchables	tt0094226	Y	171812	23.97602405	119.43	097360504248	0	0	0.03179867288	0.001311591134	0.9745030354	0.975483783	0.02451621695	0	0	0	0	0	1	1	0	0	0	0.05266135915	0.002172108629	0.9577748162	0.9603040634	0.03969593663	/release/rl3447096833/?ref_=bo_yld_table_4	$76,270,454	1,501	$76,270,454	Jun 5	Paramount Pictures	Drama,Thriller,Crime	Brian De Palma	nm0000361	male	
1987	4	5	Three Men and a Baby	three_men_and_a_baby	tt0094137	Y	184346	29.97002997	102.52	786936117738	0.001361336724	0	0.003783192496	0	0.9968304756	0.8831046152	0.1168953848	0.014	0	0	0	0	1	1	0	0.002152108876	0	0.005980770228	0	0.9949893648	0.8205232415	0.1794767585	/release/rl3061089793/?ref_=bo_yld_table_5	$70,801,611	1,813	$167,780,960	Nov 25	Walt Disney Studios Motion Pictures	Family,Comedy,Drama	Leonard Nimoy	nm0000559	male	
1987	5	6	The Secret of My Success	secret_of_my_success	tt0093936	Y	158746	23.97602404	110.35	025192041228	0.006287699047	0.0001041256052	0.01039471042	0.00396049177	0.9872713885	0.7591468762	0.2408531238	0.02	0	0	0	0	1	1	0	0.01237212978	0.0002048850449	0.02045338133	0.007792949028	0.9749542667	0.5507308966	0.4492691034	/release/rl510559745/?ref_=bo_yld_table_6	$66,995,879	1,346	$66,995,879	Apr 10	Universal Pictures	Comedy,Romance	Herbert Ross	nm0006889	male	
1987	6	7	Stakeout	stakeout	tt0094025	Y	168802	23.97602403	117.34	717951005533	0.07869381976	0	0.02251745003	0	0.9176590967	0.7689141961	0.2310858039	0.297	0	0	0	0	1	1	0	0.125460734	0	0.03589933513	0	0.8687247588	0.6350019776	0.3649980224	/release/rl1735624193/?ref_=bo_yld_table_7	$65,673,233	1,364	$65,673,233	Aug 7	Walt Disney Studios Motion Pictures	Comedy,Crime,Action	John Badham	nm0000824	male	
1987	7	8	Lethal Weapon	lethal_weapon	tt0093409	Y	168461	23.97602404	117.10	883929266579	0.415330634	0.004031562749	0.01457867223	0	0.5720322612	0.9077725441	0.09222745591	0.747	0.4736156737	0	0	0	0.5263843263	1	0	0.251548921	0.01536030604	0.0555449291	0	0.7003035469	0.6960907516	0.3039092484	/release/rl1667139073/?ref_=bo_yld_table_8	$65,207,127	1,420	$65,207,127	Mar 6	Warner Bros.	Crime,Thriller,Action	Richard Donner	nm0001149	male	
1987	8	9	The Witches of Eastwick	witches_of_eastwick	tt0094332	Y	169849	23.97602404	118.07	012569732452	0.01749198075	0	0.01749198075	0	0.9650160385	0.3675600574	0.6324399426	0	0	0	0	0	1	0.5602158962	0.4397841038	0.0367010191	0	0.0367010191	0	0.9265979618	0.1631224018	0.8368775982	/release/rl4152067585/?ref_=bo_yld_table_9	$63,766,510	1,337	$63,766,510	Jun 12	Warner Bros.	Comedy,Horror,Fantasy	George Miller	nm0004306	male	
1987	9	10	Predator	predator	tt0093773	Y	153303	23.97602403	106.57	024543115809	0.3438830617	0.01722856964	0.09483985765	0.03373290878	0.4998283074	0.9105154385	0.08948456152	0.83	0	0	0	0	0.9	1	0	0.5374945109	0.02692851915	0.1482361552	0.05272505489	0.274525494	0.8610632184	0.1389367816	/release/rl2909505025/?ref_=bo_yld_table_10	$59,735,548	1,636	$59,735,548	June 12	Twentieth Century Fox	Adventure,Horror,Action	John McTiernan	nm0001532	male	
1987	10	11	Dragnet	dragnet	tt0092925	Y	190609	29.97002997	106.00	025192039225	0	0.01204065837	0	0	0.9879593416	0.8447583782	0.1552416218	0	0	0	0	0	1	1	0	0	0.0427754526	0	0	0.9572245474	0.5528287681	0.4471712319	/release/rl1397655041/?ref_=bo_yld_table_11	$57,387,516	1,343	$57,387,516	Jun 26	Universal Pictures	Comedy,Crime	Tom Mankiewicz	nm0542539	male	
1987	11	12	La Bamba	la_bamba	tt0093378	Y	156193	23.97602405	108.58	043396085497	0.007753682642	0.04571895253	0.422436076	0.03884594251	0.5669567116	0.7865294695	0.2134705305	0.522	0	0.1	0.4	0	0.6	1	0	0.01379481205	0.003426941465	0.4399167035	0.06911199496	0.5412116829	0.6360640644	0.3639359356	/release/rl3462170113/?ref_=bo_yld_table_12	$54,215,416	1,251	$54,215,416	Jul 24	Columbia Pictures	Music,Drama,Biography	Luis Valdez	nm0883609	male	
1987	12	13	Crocodile Dundee	crocodile_dundee	tt0090555	Y	140376	23.97602407	97.58	097361701646	0.03085640469	0	0.03647475607	0	0.9676071362	0.6584128989	0.3415871011	0.067	0	0	0.04445415682	0	1	0.5554584318	0.4445415682	0.1088517572	0	0.01630532348	0	0.885728095	0.8772169168	0.1227830832	/release/rl3108865537/?ref_=bo_yld_table_13	$53,648,612	1,495	$174,803,506	Sep 26	Paramount Pictures	Comedy,Adventure,Action	Peter Faiman	nm0265363	male	
1987	13	14	RoboCop	robocop	tt0093870	Y	147851	23.97602403	102.78	027616867667	0.1054187314	0	0.06174596669	0.003822795186	0.8632959499	0.8597604259	0.1402395741	0.419	0	0	0.04659746778	0	1	1	0	0.2313941443	0	0.07984842702	0.008391036476	0.6999345728	0.7270588235	0.2729411765	/release/rl1366066689/?ref_=bo_yld_table_14	$53,424,681	1,601	$53,424,681	Jul 17	Orion Pictures	Crime,Sci-Fi,Action	Paul Verhoeven	nm0000682	male	
1987	14	15	Outrageous Fortune	outrageous_fortune	tt0093690	Y	142424	23.97602407	99.00	717951005496	0.007600974066	0	0.005416304752	7.06E-05	0.9910433987	0.2699463141	0.7300536859	0	0	0	0	0	1	0	1	0.02926720019	0	0.02085523172	0.0002717391304	0.9655130196	0.93015629	0.06984370997	/release/rl1902740993/?ref_=bo_yld_table_15	$52,864,741	1,316	$52,864,741	Jan 30	Walt Disney Studios Motion Pictures	Comedy	Arthur Hiller	nm0002137	male	
1987	15	16	Dirty Dancing	dirty_dancing_fs	tt0092890	Y	144385	23.97602405	100.37	012236146995	0	0	0.06286905292	0	0.9358669434	0.5006003069	0.4993996931	0	0	0	0.05530789234	0	0.9446921077	0.4469210766	0.5530789234	0	0	0.07729205356	0	0.9190328414	0.5884375131	0.4115624869	/release/rl2505016833/?ref_=bo_yld_table_16	$51,610,385	1,012	$63,446,382	Aug 21	Vestron Pictures	Music,Drama,Romance	Emile Ardolino	nm0001915	male	
1987	16	17	The Living Daylights	living_daylights	tt0093428	Y	188278	23.97602403	130.88	883904116462	0	0	0.01022227828	0.02277212353	0.9797902376	0.7830007027	0.2169992973	0.038	0	0	0	0	1	1	0	0	0	0.01900535743	0.04233814961	0.9624258167	0.616151996	0.383848004	/release/rl643925505/?ref_=bo_yld_table_17	$51,185,897	1,728	$51,185,897	Jul 31	United Artists	Adventure,Thriller,Action	John Glen	nm0322515	male	
1987	17	19	Full Metal Jacket	full_metal_jacket	tt0093058	Y	167581	23.97602404	116.49	883929266579	0.1071224442	0.00217314192	0.09532242412	0.005700230901	0.8330542449	0.9866248707	0.01337512928	0.302	0	0	0	0	1	1	0	0.1470071732	0.00298226439	0.1308136705	0.007822588793	0.7708955978	0.9819545893	0.01804541069	/release/rl39159297/?ref_=bo_yld_table_19	$46,357,676	1,075	$46,357,676	Jun 26	Warner Bros.	War,Drama	Stanley Kubrick	nm0000040	male	
1987	18	20	A Nightmare on Elm Street 3: Dream Warriors	nightmare_on_elm_street_3	tt0093629	Y	173579	29.97002997	96.53	794043124549	0.09252366529	0.02704817239	0.03714563956	0	0.8942518301	0.4807207317	0.5192792683	0.239	0	0	0	0	1	0.5287212133	0.4712787867	0.1654540356	0.04836848242	0.06642512434	0	0.8108974454	0.4479510187	0.5520489813	/release/rl3159459329/?ref_=bo_yld_table_20	$44,793,222	1,383	$44,793,222	Feb 27	New Line Cinema	Horror,Fantasy	Chuck Russell	nm0751080	male	
1987	19	21	Mannequin	mannequin	tt0093493	Y	129094	23.97602405	89.74	883904104322	0.1044489659	0	0.06408209926	0.02763455972	0.8334700256	0.7122064006	0.2877935994	0.431	0	0	0	0	1	1	0	0.1733537572	0	0.1063569427	0.04586502811	0.7236105067	0.5312629606	0.4687370394	/release/rl409175553/?ref_=bo_yld_table_21	$42,721,196	978	$42,721,196	February 13	Twentieth Century Fox	Romance,Comedy,Fantasy	Michael Gottlieb	nm0331998	male	
1987	20	22	Roxanne	roxanne_fs	tt0093886	Y	153721	23.97602405	106.86	043396085398	0.01759436931	0	0.007616321017	0.01055524001	0.9665574198	0.7503206435	0.2496793565	0.059	0	0	0	0	1	1	0	0.03089894456	0	0.01337565881	0.01853694043	0.9412686859	0.5725382682	0.4274617318	/release/rl3765208577/?ref_=bo_yld_table_22	$40,050,884	1,124	$40,050,884	Jun 19	Columbia Pictures	Comedy,Romance	Fred Schepisi	nm0770961	male	
1987	21	23	Blind Date	blind_date	tt0092666	Y	171270	29.97002997	95.25	043396077461	0.002292246639	0.02468163241	0.003211810697	0.01981505064	0.9528519813	0.769342135	0.230657865	0.105	0	0	0	0	1	1	0	0.003694775282	0.03978327804	0.005176981645	0.03193904098	0.9240041053	0.6502597978	0.3497402022	/release/rl3947333121/?ref_=bo_yld_table_23	$39,321,715	1,390	$39,321,715	Mar 27	TriStar Pictures	Comedy,Romance	Blake Edwards	nm0001175	male	
1987	22	24	Spaceballs	spaceballs_fs	tt0094012	Y	135570	23.97602405	94.24	027616914910	0.01083044485	0.01155358191	0.007149422487	0	0.9776159732	0.8053088342	0.1946911658	0.004	0	0	0	0	1	0.5628158077	0.4371841923	0.01855822691	0.01979733961	0.01225070684	0	0.9616444335	0.9555588512	0.04444114885	/release/rl4000351745/?ref_=bo_yld_table_24	$38,119,483	1,389	$38,119,483	Jun 26	Metro-Goldwyn-Mayer (MGM)	Comedy,Adventure,Sci-Fi	Mel Brooks	nm0000316	male	
1987	23	25	Star Trek IV: The Voyage Home	star_trek_4	tt0092007	Y	170877	23.97602404	118.78	097360179774	0.04939595556	0.05518009898	0.02932188391	0.008977745731	0.8919642096	0.82502781	0.17497219	0.215	0	0	0	0	1	1	0	0.07078738234	0.07907640859	0.04202002743	0.01286565089	0.845178199	0.7593956209	0.2406043791	/release/rl3027469825/?ref_=bo_yld_table_25	$36,971,114	1,956	$109,713,132	Nov 26	Paramount Pictures	Comedy,Adventure,Action	Leonard Nimoy	nm0000559	male	
1987	24	26	The Golden Child	golden_child	tt0091129	Y	134456	23.97602407	93.47	097360193077	0.5596432305	0.09965746569	0.08964612202	0.0101314531	0.2465468538	0.7928681968	0.2071318032	0.969	1	0	0	0	0	1	0	0	0.2263107385	0.2035761188	0.02300737448	0.5598797858	0.5413167294	0.4586832706	/release/rl2555676161/?ref_=bo_yld_table_26	$36,673,355	1,714	$79,817,937	Dec 12	Paramount Pictures	Comedy,Adventure,Action	Michael Ritchie	nm0006916	male	
1987	25	27	Summer School	summer.school_tt0094072	tt0094072	Y	140048	23.97602407	97.35	032429283337	0.0105539411	0	0.04147038557	0.0129248929	0.9554132838	0.7269541377	0.2730458623	0.086	0	0	0	0	1	1	0	0.01405880851	0	0.05524232169	0.01721713173	0.9406064428	0.641369283	0.358630717	/release/rl2758968833/?ref_=bo_yld_table_27	$35,659,098	1,366	$35,659,098	Jul 24	Paramount Pictures	Comedy,Romance	Carl Reiner	nm0005348	male	
1987	26	28	No Way Out	no.way.out_tt0093640	tt0093640	Y	205586	29.97002997	114.33	011891700399	0.05808816193	0.0009278659084	0.01220193555	0.008681209688	0.9425509563	0.8949782633	0.1050217367	0.125	0	0	0	0	1	1	0	0.09105938636	0.001454528727	0.01912783477	0.01360872165	0.9099424997	0.8399391798	0.1600608202	/release/rl3647440385/?ref_=bo_yld_table_28	$35,509,515	1,130	$35,509,515	Aug 14	Orion Pictures	Crime,Drama,Action	Roger Donaldson	nm0002044	male	
1987	27	29	Planes, Trains & Automobiles	planes.trains.._tt0093748	tt0093748	Y	133092	23.97602407	92.52	883929303328	0	0	0.001484222385	0	1	0.9523627713	0.0476372287	0	0	0	0	0	1	1	0	0	0	0.02076344708	0	1	0.6047758285	0.3952241715	/release/rl3395847681/?ref_=bo_yld_table_29	$35,049,149	1,684	$49,530,280	Nov 25	Paramount Pictures	Comedy,Drama	John Hughes	nm0000455	male	
1987	28	30	The Running Man	running.man_tt0093894	tt0093894	Y	181109	29.97002997	100.72	017153154092	0.0250304059	0.02873792117	0.2099009636	0.04171556114	0.6975060478	0.7310539427	0.2689460573	0.449	0	0	0	0	0.9	1	0	0.03762682579	0.04320012858	0.3155325176	0.06270869749	0.5956020332	0.6181248219	0.3818751781	/release/rl829392385/?ref_=bo_yld_table_30	$34,879,267	1,694	$38,122,105	Nov 13	TriStar Pictures	Thriller,Sci-Fi,Action	Paul Michael Glaser	nm0001274	male	
1987	29	31	Like Father Like Son	like.father.lik_tt0093418	tt0093418	Y	179025	29.97002997	99.56	043396077331	0	0	0	0	1	0.8972494287	0.1027505713	0	0	0	0	0	1	1	0	0	0	0	0	1	0.8295559166	0.1704440834	/release/rl2204009985/?ref_=bo_yld_table_31	$34,377,585	1,277	$34,377,585	Oct 2	TriStar Pictures	Comedy,Fantasy	Rod Daniel	nm0199722	male	
1987	30	32	Adventures in Babysitting	adventures.in.b_tt0092513	tt0092513	Y	147074	23.97602404	102.24	717951003300	0.07662069199	0	0.04584279372	0.02162306415	0.8906816564	0.571041539	0.428958461	0.134	0	0	0	0	1	0	1	0.1106624575	0	0.06621026356	0.03122996354	0.8421126692	0.7874069977	0.2125930023	/release/rl1564509697/?ref_=bo_yld_table_32	$34,368,475	1,148	$34,368,475	Jul 3	Walt Disney Studios Motion Pictures	Comedy,Adventure,Crime	Chris Columbus	nm0001060	male	
1987	31	33	The Lost Boys	lost.boys_tt0093437	tt0093437	Y	140092	23.97602407	97.38	085391174820	0.02473877177	0	0.03866941644	0	0.9807347999	0.8184934269	0.1815065731	0.012	0	0	0	0	1	1	0	0.05319798955	0	0.08315429848	0	0.9585723202	0.6570666667	0.3429333333	/release/rl2506196481/?ref_=bo_yld_table_33	$32,222,567	1,249	$32,222,567	Jul 31	Warner Bros.	Comedy,Horror	Joel Schumacher	nm0001708	male	
1987	32	34	Can't Buy Me Love	cant.buy.me.lov_tt0092718	tt0092718	Y	135375	23.97602404	94.10	717951002785	0	0	0.1100214211	0	0.9410355043	0.5600835405	0.4399164595	0.171	0	0	0.0481307021	0	0.9518692979	0.481307021	0.518692979	0	0	0.1861303632	0	0.9277128514	0.6461674613	0.3538325387	/release/rl38307329/?ref_=bo_yld_table_34	$31,623,833	1,283	$31,623,833	Aug 14	Walt Disney Studios Motion Pictures	Comedy,Drama,Romance	Steve Rash	nm0711114	male	
1987	33	35	The Princess Bride	princess.bride_tt0093779	tt0093779	Y	141492	23.97602407	98.36	027616092199	0.01144258146	0	0.06055994938	0	0.9774016661	0.8201141941	0.1798858059	0	0	0	0	0	1	0.5354466219	0.4645533781	0.01845282634	0	0.09766172369	0	0.9635569009	0.9808475958	0.01915240424	/release/rl4234905089/?ref_=bo_yld_table_35	$30,857,814	803	$30,857,814	Sep 25	Twentieth Century Fox	Family,Adventure,Fantasy	Rob Reiner	nm0001661	male	
1987	34	36	Throw Momma from the Train	throw.momma.fro_tt0094142	tt0094142	Y	126143	23.97602404	87.69	027616927835	0.007974498549	0	0.08875733379	0	0.8399445068	0.8191702379	0.1808297621	0	0	0	0.1	0	0.8135061427	1	0	0.04321625344	0	0.03907254362	0	0.9567837466	0.3530396358	0.6469603642	/release/rl560301569/?ref_=bo_yld_table_36	$30,715,258	1,623	$57,915,972	Dec 11	Orion Pictures	Comedy,Thriller,Crime	Danny DeVito	nm0000362	male	
1987	35	37	Revenge of the Nerds II: Nerds in Paradise	revenge.of.the._tt0093857	tt0093857	Y	127627	23.97602404	88.72	024543011729	0.1017003825	0.02082853325	0.02418014531	0	0.871204092	0.9306173388	0.06938266123	0.305	0	0	0.05229830934	0	1	1	0	0.1546818054	0.03167928231	0.009531819456	0	0.8041070928	0.8946413831	0.1053586169	/release/rl3496838657/?ref_=bo_yld_table_37	$30,063,289	1,358	$30,063,289	Jul 10	Twentieth Century Fox	Comedy	Joe Roth	nm0005387	male	
1987	36	38	Harry and the Hendersons	harry.and.the.h_tt0093148	tt0093148	Y	159510	23.97602404	110.88	025195003506	0	0	0.05126825136	0.009630737031	0.9743658743	0.7650763991	0.2349236009	0	0	0	0	0	1	1	0	0	0	0.09157750441	0.01720282708	0.9542112478	0.5777280196	0.4222719804	/release/rl1129743873/?ref_=bo_yld_table_38	$29,760,613	1,424	$29,760,613	Jun 5	Universal Pictures	Family,Comedy,Fantasy	William Dear	nm0213100	male	
1987	37	40	Police Academy 4: Citizens on Patrol	police.academy._tt0093756	tt0093756	Y	125464	23.97602408	87.21	085393184520	0.147094073	0.01652492477	0.01280125605	0	0.8400532077	0.8279998329	0.1720001671	0.319	0	0	0.05312963834	0	1	1	0	0.1937854795	0.02177035692	0	0	0.7892820206	0.7764083742	0.2235916258	/release/rl241927681/?ref_=bo_yld_table_40	$28,061,343	1,750	$28,061,343	Apr 3	Warner Bros.	Comedy,Crime	Jim Drake	nm0236930	male	
1987	38	42	Baby Boom	baby.boom_tt0092605	tt0092605	Y	158788	23.97602406	110.38	027616858580	0.009215397476	0.002615341746	0.04106524422	0	0.9649297401	0.366470682	0.633529318	0.032	0	0	0	0	1	0	1	0.02356114193	0.006686682612	0.1049921124	0	0.9103353519	0.7997178853	0.2002821147	/release/rl256214529/?ref_=bo_yld_table_42	$26,712,476	892	$26,712,476	Oct 9	United Artists	Comedy,Drama,Romance	Charles Shyer	nm0796124	male	
1987	39	43	Innerspace	innerspace_tt0093260	tt0093260	Y	172230	23.97602403	119.72	085391520023	0.05154958257	0	0.01357116677	0	0.9402573814	0.7897636039	0.2102363961	0.199	0	0	0	0	1	1	0	0.07513325498	0	0.01977990669	0	0.9129254366	0.7053510033	0.2946489967	/release/rl3864757761/?ref_=bo_yld_table_43	$25,893,810	1,603	$25,893,810	Jul 3	Warner Bros.	Comedy,Adventure,Action	Joe Dante	nm0001102	male	
1987	40	44	Tin Men	tin.men_tt0094155	tt0094155	Y	161612	23.97602406	112.34	786936119916	0	0	0.04736009171	0.001405001931	0.9085041558	0.8881834561	0.1118165439	0	0	0	0.05493338196	0	0.8351998541	1	0	0	0	0.03822757322	0.003099272942	0.9969007271	0.7581357123	0.2418642877	/release/rl3816064513/?ref_=bo_yld_table_44	$25,411,386	798	$25,411,386	Mar 6	Walt Disney Studios Motion Pictures	Comedy,Drama	Barry Levinson	nm0001469	male	
1987	41	45	Black Widow	black.widow_tt0090738	tt0090738	Y	146573	23.97602405	101.89	024543104766	0	0.05463775522	0.03820288374	0.02279553887	0.9104174535	0.3646718147	0.6353281853	0.075	0	0	0	0	1	0	1	0	0.1413675165	0.09884459518	0.05898025465	0.7682177449	0.8945305306	0.1054694694	/release/rl2387052033/?ref_=bo_yld_table_45	$25,205,460	754	$25,205,460	Feb 6	Twentieth Century Fox	Drama,Thriller,Crime	Bob Rafelson	nm0706182	male	
1987	42	46	Little Shop of Horrors	little.shop.of._tt0091419	tt0091419	Y	135061	23.97602406	93.89	883929090914	0.06888666228	0.04089613927	0.01144127501	0	0.8749423344	0.6846854113	0.3153145887	0.08	0	0.1	0	0	0.9	1	0	0.1165518825	0	0.01935791481	0	0.8576040121	0.4788035327	0.5211964673	/release/rl3344860673/?ref_=bo_yld_table_46	$24,517,419	1,183	$38,748,395	Dec 19	Warner Bros.	Comedy,Musical,Horror	Frank Oz	nm0000568	male	
1987	43	47	Hoosiers	hoosiers_tt0091217	tt0091217	Y	165244	23.97602405	114.87	027616801821	0	0	0.02219062184	0	0.9997451101	0.8930432726	0.1069567274	0	0	0	0	0	1	1	0	0	0	0.04159109576	0	0.999522269	0.7889077638	0.2110922362	/release/rl693667329/?ref_=bo_yld_table_47	$23,556,925	1,048	$28,607,524	Nov 14	Orion Pictures	Sport,Drama	David Anspaugh	nm0000770	male	
1987	44	48	Ernest Goes to Camp	ernest.goes.to._tt0092974	tt0092974	Y	165436	29.97002997	92.00	683904521521	0.1412177385	0	0.1700729439	0.01861518214	0.7009792768	0.9090899187	0.09091008127	0.772	0	0	0	0	1	1	0	0.2550984224	0	0.3072230169	0.03362682087	0.4598432495	0.8388031447	0.1611968553	/release/rl3226371585/?ref_=bo_yld_table_48	$23,509,382	1,541	$23,509,382	May 22	Walt Disney Studios Motion Pictures	Family,Comedy	John R. Cherry III	nm0156047	male	
1987	45	49	Raising Arizona	raising.arizona_tt0093822	tt0093822	Y	135035	23.97602404	93.87	024543686927	0.01485216594	0	0.01356427971	0	0.9715835543	0.8145069934	0.1854930066	0	0	0	0	0	1	1	0	0.02138849158	0	0.01953381639	0	0.959077692	0.7257391899	0.2742608101	/release/rl3832186369/?ref_=bo_yld_table_49	$22,847,564	697	$22,847,564	Mar 13	Twentieth Century Fox	Comedy,Crime	Ethan Coen	nm0001053	male	
1987	46	50	Nuts	nuts_tt0093660	tt0093660	Y	166519	23.97602402	115.75	888574462109	0.0155668011	0	0.02747116546	0.0001457782116	0.965681754	0.546345297	0.453654703	0.057	0	0	0	0	1	0	1	0.02244714642	0	0.03961310158	0.0002102104883	0.9505134877	0.783288204	0.216711796	/release/rl1432912641/?ref_=bo_yld_table_49	$22,781,115	3,412	$22,781,115	Apr 8	Universal Pictures	Drama,Crime,Action	Martin Ritt	nm0728688	male	
1987	47	51	Jaws: The Revenge	jaws.the.reveng_tt0093300	tt0093300	Y	129728	23.97602407	90.18	025192347726	0.1732059112	0	0.007184534846	0	0.8338218453	0.5398118639	0.4601881361	0.25	0	0	0	0	1	0.4714361986	0.5285638014	0.373467768	0	0.01549134307	0	0.6416855287	0.6096977886	0.3903022114	/release/rl3613033985/?ref_=bo_yld_table_51	$20,763,013	1,611	$20,763,013	Jul 17	Universal Pictures	Adventure,Thriller,Horror	Joseph Sargent	nm0765121	male	
1987	48	52	A Room with a View	a.room.with.a.v_tt0091867	tt0091867	Y	168511	23.97602402	117.14	715515157216	0	0	0.03000554747	0	0.9968421053	0.4272321459	0.5727678541	0	0	0	0.1	0	1	0	1	0	0	0	0	0.9954883643	0.6043830733	0.3956169267	/release/rl2739111425/?ref_=bo_yld_table_54	$57,011,521	3,203	$57,011,521	Apr 6	Universal Pictures	Comedy	James Ivory	nm0412465	male	
1987	50	54	Critical Condition	critical.condit_tt0092798	tt0092798	Y	140628	23.97602407	97.76	097360187946	0.4507665262	0.01494975549	0.1774233666	0.008463646623	0.4068323315	0.8056929496	0.1943070504	0.853	1	0	0	0	0	1	0	0.09735178713	0.02456946039	0.2915898109	0.01390974123	0.6686163435	0.6869315118	0.3130684882	/release/rl1162708481/?ref_=bo_yld_table_54	$20,240,502	1,343	$20,240,502	January 16	Paramount Pictures	Comedy	Michael Apted	nm0000776	male	
