1980.0	0.23635	0.2619351930	0.28839
1980.1	0.23663	0.2618744884	0.28794
1980.2	0.23695	0.2618440246	0.28747
1980.3	0.23722	0.2617686905	0.28704
1980.4	0.23759	0.2617088935	0.28659
1980.5	0.23790	0.2616891335	0.28615
1980.6	0.23822	0.2616170171	0.28573
1980.7	0.23853	0.2615653427	0.28530
1980.8	0.23881	0.2615087754	0.28485
1980.9	0.23912	0.2614642730	0.28439
1981.0	0.23946	0.2614005994	0.28398
1981.1	0.23985	0.2613478814	0.28360
1981.2	0.24007	0.2612945028	0.28323
1981.3	0.24037	0.2612909919	0.28290
1981.4	0.24063	0.2612858993	0.28249
1981.5	0.24094	0.2612494730	0.28215
1981.6	0.24122	0.2611872472	0.28184
1981.7	0.24146	0.2611523553	0.28151
1981.8	0.24168	0.2611151527	0.28115
1981.9	0.24191	0.2611065047	0.28081
1982.0	0.24220	0.2610441147	0.28047
1982.1	0.24247	0.2610126979	0.28017
1982.2	0.24276	0.2609562810	0.27993
1982.3	0.24302	0.2609501418	0.27966
1982.4	0.24328	0.2609518971	0.27933
1982.5	0.24352	0.2609468396	0.27904
1982.6	0.24378	0.2609349232	0.27880
1982.7	0.24404	0.2609242059	0.27855
1982.8	0.24431	0.2609009359	0.27836
1982.9	0.24459	0.2609333006	0.27812
1983.0	0.24492	0.2609301610	0.27785
1983.1	0.24515	0.2609305601	0.27758
1983.2	0.24535	0.2609524984	0.27732
1983.3	0.24560	0.2609783085	0.27709
1983.4	0.24582	0.2609984045	0.27694
1983.5	0.24609	0.2610021113	0.27671
1983.6	0.24626	0.2610194845	0.27657
1983.7	0.24637	0.2610593532	0.27637
1983.8	0.24653	0.2610588648	0.27621
1983.9	0.24668	0.2610851805	0.27608
1984.0	0.24692	0.2611089619	0.27594
1984.1	0.24707	0.2611365170	0.27578
1984.2	0.24717	0.2611625878	0.27568
1984.3	0.24737	0.2611979158	0.27561
1984.4	0.24755	0.2612481317	0.27546
1984.5	0.24765	0.2612894848	0.27535
1984.6	0.24782	0.2613390578	0.27523
1984.7	0.24799	0.2613902627	0.27521
1984.8	0.24816	0.2614266388	0.27516
1984.9	0.24830	0.2614678901	0.27514
1985.0	0.24847	0.2615432874	0.27504
1985.1	0.24860	0.2615968610	0.27507
1985.2	0.24870	0.2616526157	0.27508
1985.3	0.24890	0.2617141226	0.27505
1985.4	0.24903	0.2618051131	0.27509
1985.5	0.24922	0.2618635647	0.27514
1985.6	0.24939	0.2619532172	0.27514
1985.7	0.24949	0.2620207435	0.27516
1985.8	0.24966	0.2621045759	0.27515
1985.9	0.24979	0.2621836478	0.27519
1986.0	0.24988	0.2622638423	0.27523
1986.1	0.25003	0.2623486201	0.27530
1986.2	0.25014	0.2624471042	0.27528
1986.3	0.25026	0.2625277669	0.27537
1986.4	0.25037	0.2626447026	0.27546
